Fees,School,County,Sat2015,Uni2015,Progression,UCD,TCD,DCU,UL,Maynooth,NUIG,UCC,St Angelas,QUB,UU,Blanch.IT,NatColIrl,Dublin.IT,Tallaght.IT,Athlone.IT,Cork.IT,Dundalk.IT,GM.IT,IADT,Carlow.IT,Sligo.IT,Tralee.IT,Letterkenny.IT,Limerick.IT,W.IT,Marino,CoICollEd,MaryI,NCAD,RCSI,SCHM
No,"Scoil Cnocán Mhichil Naofa, Clár Chlainne Mhuiris, Co. Mhaigh Eo",Mayo,80,73,0.9125,5,8,6,6,4,20,0,0,0,0,0,0,1,0,1,0,2,9,0,0,4,1,0,1,2,0,0,2,0,1,0
No,"Scoil na Maighdine Muire, Clochar Na Trocaire, Beal An Atha, Co Mhaigh Eo",Mayo,84,76,0.904761905,6,3,6,2,6,20,1,1,0,0,0,0,2,0,1,0,0,7,0,0,8,1,5,3,2,0,0,2,0,0,0
No,"St. Joseph's Secondary School, Foxford, Co. Mayo",Mayo,62,56,0.903225806,3,1,10,3,0,5,0,1,0,0,0,0,2,0,4,0,1,4,0,0,18,2,1,1,0,0,0,0,0,0,0
No,"Our Lady's Secondary School, Logmore, Belmullet Via Ballina, Co. Mayo",Mayo,44,38,0.863636364,5,1,3,1,0,11,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,1,1,0,0,0,0,0,0,0
No,"Coláiste Cholmain, Chlar Chlainne Mhuiris, Co Mhaigh Eo",Mayo,60,50,0.833333333,5,1,2,5,0,9,1,0,0,0,0,0,0,0,2,0,0,17,0,0,5,1,0,1,0,0,0,1,0,0,0
No,"Community School, Convent Road, Ballinrobe, Co Mayo",Mayo,65,54,0.830769231,4,0,0,7,0,20,0,0,0,0,0,0,1,0,2,0,0,11,0,1,3,0,1,1,0,0,0,3,0,0,0
No,"St Patrick's College, Lacken Cross, Killala, Co Mayo",Mayo,49,38,0.775510204,0,0,3,4,1,6,0,0,0,0,0,0,2,0,2,1,0,13,0,0,5,0,0,1,0,0,0,0,0,0,0
No,"Scoil an Chroi Naofa, Cathair Na Mart, Co Mhaigh Eo",Mayo,82,61,0.743902439,7,1,4,5,0,13,1,0,0,0,0,0,2,0,2,0,0,13,1,0,8,0,1,0,0,2,0,0,0,1,0
No,"Ballyhaunis Community School, Knock Road, Ballyhaunis, Co. Mayo",Mayo,99,73,0.737373737,6,2,2,10,0,12,0,0,0,0,0,0,2,0,1,0,0,17,0,1,7,1,1,5,0,1,0,5,0,0,0
No,"Rice College, Westport, Co Mayo",Mayo,76,56,0.736842105,1,0,2,6,1,12,0,0,0,0,0,0,1,0,0,0,0,20,0,0,6,0,2,3,2,0,0,0,0,0,0
No,"Mean Scoil Sancta Maria, Cluain Cearbhan, Cathair Na Mart, Co Mhaigh Eo",Mayo,48,35,0.729166667,1,1,1,3,0,16,0,1,0,0,0,0,0,0,0,1,0,4,2,0,2,0,1,1,0,0,0,1,0,0,0
No,"Davitt College, Springfield, Castlebar, Co.Mayo",Mayo,116,80,0.689655172,5,2,5,7,1,15,0,1,0,1,0,0,1,0,3,2,1,16,0,1,10,1,3,3,0,0,0,2,0,0,0
No,"St Brendan's College, Belmullet, Co Mayo",Mayo,61,42,0.68852459,6,0,3,2,1,8,2,0,0,0,0,0,2,0,0,0,0,9,0,0,6,0,1,0,0,1,0,1,0,0,0
No,"Moyne College, Ballina, Co Mayo",Mayo,12,7,0.583333333,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
No,"St. Tiernan's College, Crossmolina, Ballina, Co Mayo",Mayo,31,16,0.516129032,1,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,1,0,0,0
No,"St.Joseph's Community College, Charlestown, Co. Mayo",Mayo,36,12,0.333333333,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,1,0,0,0
No,"Loreto Secondary School, St. Michael's, Navan, Co. Meath",Meath,155,151,0.974193548,20,15,21,0,27,7,7,0,0,0,8,1,12,1,1,0,14,1,3,4,1,1,1,0,2,2,0,0,2,0,0
No,"St. Peter's College, Dunboyne, Co. Meath",Meath,174,157,0.902298851,18,23,27,0,33,0,1,0,0,3,6,2,32,2,1,1,1,2,0,1,0,0,0,0,1,1,0,0,2,0,0
No,"Scoil Mhuire, Patrick's Street, Trim, Co. Meath",Meath,108,97,0.898148148,9,8,15,1,23,4,2,0,0,0,2,0,13,0,6,0,2,3,2,5,0,0,1,0,1,0,0,0,0,0,0
No,"Ratoath College, Jamestown, Ratoath, Co. Meath",Meath,141,122,0.865248227,4,6,13,1,36,1,0,0,0,0,18,4,25,0,0,0,10,1,2,0,0,0,0,0,0,0,0,0,0,1,0
No,"Boyne Community School, Dublin Road, Trim, Co. Meath",Meath,123,101,0.821138211,7,4,9,1,32,3,0,0,0,0,8,0,13,1,4,0,6,3,0,5,1,1,0,1,2,0,0,0,0,0,0
No,"Dunshaughlin Community College, Dunshaughlin, Co Meath",Meath,149,119,0.798657718,16,8,18,2,19,3,1,1,0,1,11,1,20,0,1,0,2,1,3,0,0,2,0,0,5,0,0,0,3,1,0
No,"St Patrick's Classical School, Moatlands, Navan, Co Meath",Meath,183,146,0.797814208,20,10,18,5,20,2,0,0,0,0,8,0,24,0,1,1,27,0,3,2,2,0,0,0,2,1,0,0,0,0,0
No,"Ashbourne Community School, Deerpark, Ashbourne, Co Meath",Meath,145,114,0.786206897,5,8,32,0,10,0,0,0,0,0,8,5,27,0,0,0,16,0,1,0,1,0,0,0,0,0,0,0,1,0,0
No,"Eureka Secondary School, Convent Of Mercy, Kells, Co Meath",Meath,143,109,0.762237762,13,15,18,1,18,5,0,0,1,0,3,1,11,0,2,0,7,1,3,0,2,0,1,2,2,3,0,0,0,0,0
No,"St Joseph's Mercy Secondary School, Brews Hill, Navan, Co. Meath",Meath,113,86,0.761061947,5,7,12,0,23,1,1,0,0,0,5,1,5,2,0,1,15,1,0,0,1,0,1,0,0,0,0,0,1,3,1
No,"Coláiste San Froinsias, Baile Mhic Gormain, Co Na Mi",Meath,37,27,0.72972973,5,0,9,0,1,2,0,0,0,0,0,0,4,0,0,1,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0
No,"St Oliver's  Post Primary Sch., Oldcastle, Co. Meath",Meath,87,61,0.701149425,3,2,3,1,4,3,0,0,1,0,4,0,4,0,5,0,7,3,3,3,9,0,2,1,1,2,0,0,0,0,0
No,"St Ciaran's Comm. School, Navan Rd., Kells, Co Meath",Meath,68,46,0.676470588,1,1,5,2,6,3,0,0,0,0,1,2,11,1,2,0,8,1,0,1,1,0,0,0,0,0,0,0,0,0,0
No,"O'Carolan College, Nobber, Kells, Co Meath",Meath,93,60,0.64516129,2,2,16,3,8,4,0,0,0,0,1,0,8,0,1,0,11,0,0,1,0,2,0,0,1,0,0,0,0,0,0
No,"St. Fintina's Post Primary, Longwood, Enfield, Co Meath",Meath,48,26,0.541666667,1,1,2,0,2,0,1,0,0,0,2,0,4,1,9,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
No,"Coláiste na Hinse, Bettystown, Co Meath",Meath,112,57,0.508928571,6,3,8,0,3,3,0,0,0,0,2,3,9,0,0,0,18,0,1,1,0,0,0,0,0,0,0,0,0,0,0
No,"Athboy Community School, Athboy, Co Meath",Meath,103,52,0.504854369,2,1,1,0,9,4,1,1,0,0,4,1,3,1,11,1,5,3,0,0,2,0,1,0,0,0,0,1,0,0,0
No,"Beaufort College, An Uaimh, Co Meath",Meath,68,27,0.397058824,0,0,0,0,3,0,0,0,0,0,4,0,5,0,0,1,10,1,0,1,1,0,0,1,0,0,0,0,0,0,0
No,"Coláiste Oiriall, An Champas Oideachais, Cnoc An Chonnaidh, Muineachán",Monaghan,32,33,1.03125,4,3,5,0,6,1,0,1,0,1,0,0,1,0,0,0,3,2,1,1,2,0,0,0,0,1,0,1,0,0,0
No,"Ard Sc na mBraithre N Padraig, Carraig Mhachaire Rois, Co Mhuineachain",Monaghan,73,73,1,9,0,12,1,14,0,0,0,0,0,1,0,4,0,0,0,23,1,0,1,3,0,4,0,0,0,0,0,0,0,0
No,"St. Macartan's College, Monaghan, Co. Monaghan",Monaghan,96,94,0.979166667,15,2,6,0,4,14,0,0,1,5,1,0,8,0,3,0,16,3,0,0,5,0,8,0,3,0,0,0,0,0,0
No,"Our Lady's Secondary School, Laurel Hill, Castleblayney, Co Monaghan",Monaghan,102,94,0.921568627,13,5,21,2,6,2,0,1,0,1,0,0,5,0,0,0,23,0,0,2,4,0,7,0,0,0,1,0,0,1,0
No,"Clochar Naomh Lughaidh, Carraig Mhachaire Rois, Co Mhuineachain",Monaghan,95,85,0.894736842,13,3,14,2,9,5,0,0,0,0,1,1,3,0,3,0,17,1,2,0,2,1,2,1,0,1,0,0,2,2,0
No,"Largy College, Clones, Co. Monaghan",Monaghan,58,48,0.827586207,3,1,8,0,3,4,0,0,0,1,0,0,7,0,0,0,4,5,0,3,4,1,3,1,0,0,0,0,0,0,0
No,"St Louis Secondary School, Monaghan, Co. Monaghan",Monaghan,81,64,0.790123457,8,1,22,0,6,4,2,0,0,2,1,0,1,0,0,0,5,2,0,0,3,0,5,0,0,0,0,0,2,0,0
Yes,"Monaghan Collegiate School, Corlatt, Monaghan, Co Monaghan",Monaghan,36,28,0.777777778,0,1,2,0,1,1,0,1,1,2,0,1,2,2,0,0,3,1,0,2,2,2,3,0,0,0,0,0,1,0,0
No,"An Ghairmscoil Inver College, Carraig Mhachaire Rois, Co Mhuineachain",Monaghan,56,42,0.75,5,3,3,2,5,0,0,0,0,0,1,0,1,0,0,0,16,0,0,2,1,1,2,0,0,0,0,0,0,0,0
No,"Castleblayney College, Castleblayney, Co. Monaghan",Monaghan,50,36,0.72,1,1,3,0,0,2,0,0,0,0,0,0,1,0,0,0,15,0,0,0,1,0,10,0,0,1,0,0,1,0,0
No,"Coláiste Pobal, Beal Atha Beithe, Co Mhuineachain",Monaghan,54,37,0.685185185,4,1,6,2,8,0,0,0,0,0,0,0,1,1,0,0,7,0,2,0,1,1,2,1,0,0,0,0,0,0,0
No,"Beech Hill College, Monaghan",Monaghan,58,33,0.568965517,1,2,2,1,0,1,1,0,0,0,0,0,1,0,1,0,16,0,0,0,1,0,5,0,0,1,0,0,0,0,0
No,"Sacred Heart Secondary School, Daingean Road, Tullamore, Co Offaly",Offaly,101,94,0.930693069,16,3,12,3,8,12,4,1,0,0,0,1,2,1,17,0,0,5,3,1,2,0,0,0,3,0,0,0,0,0,0
No,"Banagher College Coláiste Na Sionna, Banagher Community College, Banagher, Co. Offaly",Offaly,82,69,0.841463415,2,0,1,10,3,11,0,0,0,0,1,0,2,0,15,1,0,4,0,4,2,0,0,4,2,0,0,7,0,0,0
No,"Gallen Community School, Ferbane, Co. Offaly",Offaly,58,48,0.827586207,2,1,0,4,5,4,1,0,0,1,0,0,2,0,16,0,0,1,0,3,1,0,0,5,1,0,0,1,0,0,0
No,"St. Mary's Secondary School, Edenderry, Co.Offaly",Offaly,149,117,0.785234899,9,4,11,11,20,5,0,0,0,0,1,0,11,2,20,0,2,1,0,6,1,1,0,1,8,1,0,0,1,1,0
No,"Tullamore College, Riverside, Tullamore, Co Offaly",Offaly,77,59,0.766233766,2,0,1,4,4,7,0,0,0,0,0,0,2,0,33,1,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0
No,"St Brendan's Community School, Cappaneale, Birr, Co. Offaly",Offaly,135,100,0.740740741,9,1,4,15,10,9,1,0,0,0,0,0,6,0,10,0,0,5,0,1,0,3,0,11,9,0,0,6,0,0,0
No,"Killina Secondary School, Rahan, Tullamore, Co Offaly",Offaly,86,61,0.709302326,2,0,4,3,5,8,1,0,0,0,1,0,0,0,28,1,0,2,0,1,3,0,1,0,1,0,0,0,0,0,0
No,"Coláiste Choilm, Tulach Mhor, Co Uibh Fhaili",Offaly,78,54,0.692307692,4,2,1,6,1,9,0,0,0,0,0,0,8,0,15,0,0,2,1,2,0,1,0,2,0,0,0,0,0,0,0
No,"Coláiste Naomh Cormac, Cill Chormac, Birr, Co Offaly",Offaly,43,29,0.674418605,2,0,0,0,0,5,0,1,0,0,0,0,1,0,11,0,0,2,0,2,1,1,0,1,1,0,0,1,0,0,0
No,"Ard Scoil Chiarain Naofa, Frederick St, Clara, Co. Offaly",Offaly,23,15,0.652173913,0,0,1,0,3,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
No,"Oaklands Community College, Sr. Senan Avenue, Edenderry, Co. Offaly",Offaly,67,35,0.52238806,0,0,2,2,5,0,0,0,0,0,1,1,4,2,8,0,0,1,1,4,0,1,0,0,2,0,0,0,1,0,0
No,"Elphin Community College, Elphin, Castlerea, Co Roscommon",Roscommon,12,13,1.083333333,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,0,0,0,1,0,0,0,0,0,0
No,"CBS Roscommon, Abbeytown, Galway Road, Roscommon",Roscommon,52,52,1,6,0,6,1,4,12,0,0,0,0,0,0,1,0,6,0,0,6,0,3,6,0,0,1,0,0,0,0,0,0,0
No,"Scoil Mhuire, Clochar Na Trocaire, Strokestown, Roscommon",Roscommon,67,66,0.985074627,6,4,9,6,1,7,0,0,0,0,0,0,4,0,4,0,0,12,2,2,7,1,0,1,0,0,0,0,0,0,0
No,"Mean Scoil Muire Gan Smal, Clochar Na Trocaire, Roscomain",Roscommon,86,76,0.88372093,4,2,4,2,5,23,0,3,0,0,0,0,2,0,8,0,1,10,0,1,5,1,0,0,0,0,0,2,2,1,0
No,"Coláiste Naithi Naofa, Bealach A Dóirín, Co Ros Comáin",Roscommon,114,97,0.850877193,4,2,7,4,3,17,1,0,0,1,0,0,1,1,4,0,0,17,0,0,20,0,7,7,0,0,0,0,1,0,0
No,"Abbey Community College, Boyle, Co. Roscommon",Roscommon,66,47,0.712121212,2,1,3,1,1,5,3,4,0,0,0,0,0,0,1,0,0,10,0,0,12,0,2,0,1,0,0,1,0,0,0
No,"Castlerea Community School, Castlerea, Co. Roscommon",Roscommon,77,54,0.701298701,2,0,1,1,1,15,0,1,0,0,0,0,2,0,5,0,1,14,0,0,3,1,5,1,0,0,0,1,0,0,0
No,"Vocational School, Lisnamult, Roscommon,",Roscommon,22,11,0.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
No,"Grange Vocational School, Grange, Sligo",Sligo,11,20,1.818181818,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,12,0,1,0,1,0,0,0,0,0,0
No,"St. Mary's College, Ballysadare, Co. Sligo",Sligo,31,50,1.612903226,1,2,1,0,1,10,0,1,0,0,0,0,3,0,0,0,0,3,0,0,25,0,0,2,0,1,0,0,0,0,0
No,"Coláiste Muire, Ballymote, Co. Sligo",Sligo,48,47,0.979166667,0,2,1,4,1,7,1,1,0,0,0,0,1,0,1,0,0,2,0,0,18,0,7,0,0,0,0,1,0,0,0
No,"Summerhill College, College Road, Sligo",Sligo,111,104,0.936936937,8,4,9,4,7,18,0,1,0,0,0,0,2,0,2,0,0,6,0,0,39,0,1,1,0,1,0,0,0,1,0
No,"Ursuline College, Finisklin, Sligo",Sligo,111,102,0.918918919,9,2,4,2,10,21,1,2,0,0,0,0,3,0,1,0,0,2,2,0,31,0,5,3,0,2,0,1,0,0,1
No,"Jesus and Mary Secondary School, Pier Road, Enniscrone, Sligo",Sligo,44,40,0.909090909,2,1,1,5,3,6,0,1,0,0,0,0,1,0,4,1,0,2,0,0,7,1,2,3,0,0,0,0,0,0,0
No,"St Attracta's Community School, Tubbercurry, Co. Sligo",Sligo,106,94,0.886792453,10,3,2,11,6,13,2,1,0,0,0,1,1,0,2,0,0,7,0,1,22,0,8,2,1,1,0,0,0,0,0
Yes,"Sligo Grammar School Ltd, The Mall, Sligo",Sligo,78,67,0.858974359,4,4,3,3,1,17,1,0,0,0,0,1,3,0,1,0,0,2,0,1,12,9,2,1,0,0,0,0,1,0,1
No,"Mercy College, Chapel Hill, Sligo",Sligo,62,52,0.838709677,3,4,3,1,0,8,2,4,1,1,0,0,0,0,1,0,0,0,0,1,19,0,1,0,0,2,0,1,0,0,0
No,"Coola Post Primary School, Riverstown, Via Boyle, Co Sligo",Sligo,67,42,0.626865672,4,1,0,0,3,8,0,2,0,0,0,0,1,0,0,0,0,3,0,0,16,0,2,0,0,2,0,0,0,0,0
No,"Coláiste Iascaigh, Easkey, Co. Sligo",Sligo,27,16,0.592592593,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,2,0,0,0,0,0,0,0,0
No,"Corran College, Ballymote, Co Sligo",Sligo,16,6,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0
No,"Ballinode Community College, Clarion Road, Sligo",Sligo,40,11,0.275,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
Yes,"Cistercian College, Roscrea, Co. Tipperary",Tipperary N.R.,39,50,1.282051282,12,6,6,2,2,8,1,0,0,0,0,1,3,0,0,1,1,0,0,0,0,0,1,1,4,0,0,1,0,0,0
No,"Clochar na Nursulach, Thurles, Co. Tipperary",Tipperary N.R.,135,132,0.977777778,21,10,3,16,2,5,30,0,0,0,0,0,2,0,0,2,0,0,2,1,1,2,0,10,13,0,0,10,0,2,0
No,"Scoil Muire, Clochar Na Trocaire, Newport, Tipperary N.R.",Tipperary N.R.,83,81,0.975903614,2,0,0,32,0,4,2,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,24,2,0,0,9,0,0,0
No,"Our Lady's Secondary School, An Teampall Mor, Co Thiobrad Arann",Tipperary N.R.,57,54,0.947368421,1,1,0,10,5,2,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,14,10,0,0,5,0,0,0
No,"Presentation Secondary School, Thurles, Co. Tipperary",Tipperary N.R.,96,81,0.84375,4,6,5,8,0,4,16,0,0,0,0,0,0,0,0,3,0,3,0,3,0,2,0,7,13,0,0,6,0,1,0
No,"Scoil na mBraithre Criostai, Durlas, Co Thiobraid Arann",Tipperary N.R.,102,80,0.784313725,0,1,0,17,0,2,10,0,0,0,0,0,2,0,1,13,0,0,0,2,0,0,0,15,9,0,0,8,0,0,0
No,"St Mary's Secondary School, Convent Of Mercy, Nenagh, Co Tipperary",Tipperary N.R.,99,77,0.777777778,9,1,1,14,4,19,8,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,8,4,0,0,4,0,0,1
No,"St Joseph's CBS Secondary School, Summerhill, Nenagh, Co. Tipperary",Tipperary N.R.,67,52,0.776119403,3,1,1,17,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,0,9,1,0,0,3,0,0,0
No,"Borrisokane Community College, Borrisokane, Co. Tipperary",Tipperary N.R.,64,49,0.765625,2,2,0,10,1,6,2,0,0,0,0,0,0,0,3,1,2,4,0,1,0,0,0,6,5,0,0,4,0,0,0
No,"Newport College, Black Road, Newport, Co. Tipperary",Tipperary N.R.,15,10,0.666666667,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
No,"Coláiste Phobal Ros Cré, Roscrea, Co. Tipperary",Tipperary N.R.,100,65,0.65,2,2,0,17,1,4,0,0,0,0,0,0,1,0,2,2,0,4,0,4,0,2,1,14,6,0,0,2,1,0,0
No,"Nenagh College, Dromin Road,, Nenagh,, Co. Tipperary",Tipperary N.R.,53,34,0.641509434,2,0,2,4,0,2,0,0,0,0,0,0,0,0,0,4,0,2,0,0,1,1,0,9,3,0,0,3,0,0,1
No,"St. Joseph's College, Borrisoleigh, Thurles, Co. Tipperary",Tipperary N.R.,60,38,0.633333333,1,2,0,11,1,2,5,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,9,1,0,0,1,0,0,0
No,"Coláiste Mhuire Co-Ed, Castlemeadows, Thurles, Co. Tipperary",Tipperary N.R.,22,9,0.409090909,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0
No,"Loreto Secondary School, Clonmel, Co Tipperary",Tipperary S.R.,85,92,1.082352941,4,4,2,11,2,1,20,0,0,0,0,0,4,0,0,5,0,0,0,1,0,0,0,2,21,0,0,15,0,0,0
No,"Scoil Mhuire, Greenhill, Carrick On Suir, Co Tipperary",Tipperary S.R.,80,83,1.0375,4,2,2,7,2,1,11,0,0,0,0,0,1,0,0,8,0,1,0,2,1,0,1,2,33,0,0,5,0,0,0
No,"The Abbey School, Station Road, Tipperary Town, Co. Tipperary",Tipperary S.R.,60,60,1,2,4,2,7,0,3,12,0,0,0,0,0,1,0,0,17,0,1,0,0,0,2,0,6,3,0,0,0,0,0,0
Yes,"Rockwell College, Cashel, Co Tipperary",Tipperary S.R.,106,95,0.896226415,22,9,2,13,4,3,13,0,1,0,0,0,4,0,1,12,0,1,0,0,1,0,0,3,2,0,0,3,0,0,1
No,"Cashel Community School, Cashel, Co. Tipperary",Tipperary S.R.,117,87,0.743589744,3,6,0,4,1,2,26,0,0,0,0,0,1,0,0,11,0,2,0,0,0,0,0,10,17,0,0,3,0,0,1
No,"Scoil na mBraithre, Carraig Na Siuire, Co. Tipperary",Tipperary S.R.,38,28,0.736842105,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,4,1,1,0,2,1,0,1,2,8,0,0,1,0,0,0
No,"Ard Scoil na mBraithre, Cluain Meala, Co. Tipperary",Tipperary S.R.,143,105,0.734265734,5,1,1,17,1,4,17,0,0,0,0,0,0,0,0,17,0,0,1,4,0,0,0,11,21,0,0,3,0,0,2
No,"Scoil Ruáin, Killenaule, Thurles, Co Tipperary",Tipperary S.R.,47,33,0.70212766,0,1,1,2,1,2,5,0,0,0,0,0,2,0,1,3,0,1,0,1,0,1,0,3,9,0,0,0,0,0,0
No,"St Anne's Secondary School, Convent Of Mercy, Tipperary",Tipperary S.R.,49,33,0.673469388,1,0,0,4,1,3,5,1,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,6,5,0,0,2,0,0,0
No,"Clochar na Toirbhirte, Ballingarry, Thurles, Co Tipperary",Tipperary S.R.,39,26,0.666666667,1,0,0,5,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,0,0,5,7,0,0,2,0,0,0
No,"Presentation Secondary School, Dungarvan Road, Clonmel, Co. Tipperary",Tipperary S.R.,86,51,0.593023256,5,0,0,3,3,3,11,0,0,0,0,0,1,0,0,5,1,1,0,3,0,0,0,2,12,0,0,1,0,0,0
No,"St. Ailbe's School, Rosanna Road, Tipperary Town, Co. Tipperary",Tipperary S.R.,46,26,0.565217391,0,0,0,5,2,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,4,0,0,4,0,0,0
No,"Comeragh College, Greenside, Carrick-On-Suir, Co. Tipperary",Tipperary S.R.,51,27,0.529411765,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,2,19,0,0,0,0,0,0
No,"Coláiste Dun Iascaigh, Cashel Road, Cahir, Co. Tipperary",Tipperary S.R.,115,59,0.513043478,2,0,0,4,0,1,8,0,0,0,0,0,0,0,0,13,2,1,0,1,1,1,0,5,17,0,0,2,1,0,0
No,"Central Technical Institute, Raheen Road, Clonmel, Co. Tipperary",Tipperary S.R.,43,22,0.511627907,2,0,0,3,1,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,0,3,6,0,0,0,0,0,0
No,"Patrician/Presentation Sec.Sc., Fethard, Clonmel, Co Tipperary",Tipperary S.R.,14,5,0.357142857,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
No,"St Augustine's College, Abbeyside, Dungarvan, Co Waterford",Waterford,102,109,1.068627451,6,6,7,15,2,4,23,0,0,0,0,0,3,0,1,15,0,1,0,1,0,0,0,1,19,0,0,4,0,1,0
No,"St Angela's School, Ursuline Convent, Waterford",Waterford,121,127,1.049586777,13,6,7,4,3,2,20,1,0,0,0,0,0,1,0,1,0,1,2,2,0,1,0,2,52,1,0,6,2,0,0
No,"Scoil na mBraithre, Mitchell Street, Dungarvan, Co. Waterford",Waterford,42,40,0.952380952,3,0,1,7,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,17,0,0,1,0,1,0
No,"Mean Scoil San Nioclás, Rinn Ua Gcuanach, Dun Garbhan, Co. Phortlairge",Waterford,24,22,0.916666667,1,3,0,1,1,1,4,0,0,0,0,0,1,0,0,5,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1
No,"Ard Scoil Na Ndéise, Convent Road, Dungarvan, Co Waterford",Waterford,56,51,0.910714286,1,2,1,5,0,1,13,0,0,0,0,0,0,0,0,4,0,1,0,3,0,2,0,2,13,1,0,2,0,0,0
No,"Our Lady of Mercy Sec Sch, Ozanam St, Waterford City",Waterford,103,92,0.893203883,5,2,0,3,1,0,17,1,0,1,0,0,1,0,0,4,1,0,0,0,0,0,0,1,55,0,0,0,0,0,0
No,"Gaelcholáiste Phort Láirge, Cúirt An Easpaig, Baile Mhic Ghunair, Port Láirge",Waterford,19,16,0.842105263,5,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
No,"Coláiste na Maighdine, Presentation Secondary School, Cannon Street, Waterford",Waterford,45,37,0.822222222,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,0,0,3,0,0,0
No,"Abbey Community College, Ferrybank, Waterford",Waterford,118,95,0.805084746,3,1,4,12,5,0,14,0,0,0,0,0,2,0,1,2,0,1,1,1,0,0,1,0,43,0,0,4,0,0,0
No,"St Pauls Community College, Browne's Road, Waterford",Waterford,50,40,0.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38,0,0,0,0,0,0
No,"Coláiste De La Salle, Newtown Rd.,, Portlairge",Waterford,221,172,0.778280543,9,8,5,17,9,0,19,0,0,0,0,0,1,0,0,8,1,0,1,1,0,1,0,0,92,0,0,0,0,0,0
No,"St. Declan's Community College, Kilmacthomas, Co Waterford",Waterford,95,70,0.736842105,2,2,1,8,0,1,13,0,0,0,0,1,0,0,0,5,0,0,1,1,0,1,0,0,28,0,1,2,0,0,3
No,"Waterpark College, Park Road, Waterford",Waterford,48,35,0.729166667,1,1,3,4,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,17,0,0,0,0,0,0
No,"Blackwater Community School, Tallow Road, Lismore, Co. Waterford",Waterford,106,71,0.669811321,0,1,0,10,1,0,20,1,0,0,0,0,0,0,0,18,0,0,0,0,0,1,0,3,11,1,0,4,0,0,0
No,"Newtown School, Newtown Road, Waterford City",Waterford,45,29,0.644444444,7,3,5,0,1,1,1,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0
No,"Ard Scoil Na Mara., Tramore, Co. Waterford",Waterford,170,105,0.617647059,8,2,0,14,0,2,28,0,0,0,0,0,2,1,0,5,0,1,0,2,0,1,0,4,33,0,0,2,0,0,0
No,"Coláiste Chathail Naofa, Youghal Road, Dungarvan, Co. Waterford",Waterford,18,8,0.444444444,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0
